,id,user_id,handle,clean_text,lang,timestamp,sentiment_label,sentiment_score,top_topic,Cryptocurrency and Fintech,Technology,Healthcare and Pharmaceuticals,Defense and Aerospace,Financials,Airlines and Travel,Energy,Agriculture,Automotive
17,1427326161999249412,12.0,jack,RT @TIDAL: Beyoncé's full discography has arrived on TIDAL in Master Quality.  https://t.co/9vtHTbSsdX https://t.co/Owi41Zgxaj,en,2021-08-16 17:47:30.115000+00:00,Neutral,0.9999890327453612,Technology,0.00370005052536726,0.915158748626709,0.005074526648968458,0.006643898785114288,0.01312898751348257,0.0009257806814275682,0.20312875509262085,0.004194585140794516,0.0032050195150077343
18,1426520663527940096,12.0,jack,https://t.co/Dl11yxRKyQ,und,2021-08-14 12:26:44.314000+00:00,Neutral,0.9996069073677064,Technology,0.5383249521255493,0.6218726634979248,0.5579222440719604,0.4402238130569458,0.4048112630844116,0.3890969753265381,0.4348245859146118,0.2503495514392853,0.46180588006973267
19,1425191183899406349,12.0,jack,"RT @TwitterSpaces: hey..quick update: now 50% of our iOS folks will be able to speak like 👽, 🤖,🐝&amp; more!",en,2021-08-10 20:23:51.670000+00:00,Neutral,0.9998158812522888,Technology,0.05452031269669533,0.9060084819793701,0.08458314836025238,0.010144678875803947,0.212959885597229,0.012774105183780193,0.255375474691391,0.016853395849466324,0.028253478929400444
20,1424833762320343040,12.0,jack,RT @jchervinsky: Senator Richard Shelby (R-AL) has objected to the compromise amendment.  He didn't get his own amendment for $50b in defen…,en,2021-08-09 20:43:35.725000+00:00,Neutral,0.9999451637268066,Technology,0.11566907167434692,0.4260872006416321,0.26545217633247375,0.30862608551979065,0.31968480348587036,0.13073503971099854,0.2870977520942688,0.1785612553358078,0.18988390266895294
21,1422196944055816192,12.0,jack,RT @RickRubin: https://t.co/KkysLp2Kw3,und,2021-08-02 14:05:49.261000+00:00,Neutral,0.9979374408721924,Technology,0.4391695559024811,0.6027382016181946,0.5163339972496033,0.4198012351989746,0.4748465120792389,0.33487367630004883,0.45081937313079834,0.1903526484966278,0.38944393396377563
22,1415789400504549380,12.0,jack,@abbasi_z Too Bad Dude,en,2021-07-15 21:44:31.832000+00:00,Neutral,0.9950996041297911,Financials,0.08329988270998001,0.08962540328502655,0.09680883586406708,0.09108413755893707,0.28011518716812134,0.10048189014196396,0.24478183686733246,0.07449176162481308,0.05260667949914932
23,1408440179422117891,12.0,jack,RT @ndimichino: Cash App is so good at this https://t.co/uwyDKRxilL,en,2021-06-25 15:01:20.984000+00:00,Neutral,0.9955915212631226,Technology,0.02353076823055744,0.7793535590171814,0.016947804018855095,0.007310638204216957,0.0034865480847656727,0.00024088466307148337,0.0008206712664104998,0.005916731432080269,0.00028143730014562607
24,1377763318639759365,12.0,jack,RT @chrisnovak21: I don’t know if this was on @matt_odell’s @CashApp wishlist but it was on mine 💚 @milessuter https://t.co/TLIXqi1fD8,en,2021-04-01 23:22:27.425000+00:00,Neutral,0.9999284744262696,Cryptocurrency and Fintech,0.7418788075447083,0.7271919846534729,0.3094455897808075,0.35247522592544556,0.3185705244541168,0.2282474935054779,0.37177181243896484,0.13511209189891815,0.4134616255760193
25,1372222601737699334,12.0,jack,"RT @Phonz: For folks looking to follow more Asian American voices on Twitter, our @TwitterAsians fam have put a great list together👇🏽   htt…",en,2021-03-17 16:25:37.574000+00:00,Neutral,0.9995514750480652,Technology,0.09340135008096695,0.4379330575466156,0.33357661962509155,0.08951166272163391,0.07322533428668976,0.0786619558930397,0.2767849266529083,0.06677351891994476,0.04168591648340225
26,1365006315056074752,12.0,jack,RT @RickRubin: https://t.co/6J76B2QYKV,und,2021-02-25 18:30:40.757000+00:00,Neutral,0.9992639422416688,Technology,0.44204479455947876,0.617926299571991,0.5358207821846008,0.43797263503074646,0.4858424663543701,0.34974703192710876,0.46657800674438477,0.19325517117977142,0.38713735342025757
27,1339776735403884545,12.0,jack,"RT @deray: If you want to try out the new spaces feature, join us now: https://t.co/zZjgBFi2zJ",en,2020-12-18 03:37:20.225000+00:00,Neutral,0.9999419450759888,Technology,0.14272381365299225,0.6873646378517151,0.28139781951904297,0.2924116253852844,0.27581822872161865,0.18738706409931183,0.25913962721824646,0.07206468284130096,0.15082202851772308
28,1337267425214083072,12.0,jack,"#NowPlaying ""Man On The Moon III: The Chosen"" by Kid Cudi on @TIDAL    https://t.co/QIcrFRB5jY",en,2020-12-11 05:26:14.055000+00:00,Neutral,0.9998706579208374,Technology,0.003192062024027109,0.17977336049079895,0.0011612828820943832,0.01657235249876976,0.0011080789845436811,0.0002201299648731947,0.009646203368902206,0.0011073497589677572,0.0005390803562477231
29,1317079728482897920,12.0,jack,RT @vijaya: We believe that labeling Tweets and empowering people to assess content for themselves better serves the public interest and pu…,en,2020-10-16 12:27:32.085000+00:00,Positive,0.9999525547027588,Technology,0.1437380164861679,0.6641433835029602,0.1978556364774704,0.18288062512874603,0.13223214447498322,0.04657228663563728,0.32538044452667236,0.07350125908851624,0.07609094679355621
30,1316484874736488448,12.0,jack,RT @feminist_co: How to donate:  1) Bank transfers (Naira) 9951243245 Providus Bank Wallets.Africa-Wine and Whine Nigeria  2) You can also…,en,2020-10-14 21:03:47.900000+00:00,Neutral,0.9999841451644896,Financials,0.03046724572777748,0.2232646644115448,0.020304584875702858,0.012692629359662533,0.3209500014781952,0.0007866566302254796,0.041154250502586365,0.04692135006189346,0.01318229641765356
31,1311052005918388224,12.0,jack,"RT @owenbjennings: Paige Fitzgerald is hiring a Sales &amp; Partnerships lead for @CashApp Boost.   If this is you, let us know!  Not biased at…",en,2020-09-29 21:15:31.036000+00:00,Positive,0.8565406799316406,Cryptocurrency and Fintech,0.8080445528030396,0.2227342128753662,0.001855439622886479,0.0003847107582259923,0.000973518704995513,0.0010116415796801448,0.0018724208930507302,0.0008008362492546439,0.0019812474492937326
32,1297990097028165635,12.0,jack,"RT @AOC: Praying for Jacob Blake, his children, and his family.  It’s not enough to paint slogans. We need systemic change: ending qualifie…",en,2020-08-24 20:12:09.278000+00:00,Neutral,0.9912838935852052,Healthcare and Pharmaceuticals,0.06902284175157547,0.11811114102602005,0.1911996752023697,0.07216020673513412,0.09545982629060745,0.04484468325972557,0.1475219875574112,0.07185596227645874,0.03400419279932976
33,1276371051069358082,12.0,jack,"RT @darrenwalker: No CEO, investor or rich person wakes up in the morning, looks in the mirror, and says, “Today, I want to go out and crea…",en,2020-06-26 04:25:47.059000+00:00,Neutral,0.999974012374878,Technology,0.19594939053058624,0.31439876556396484,0.21969856321811676,0.08637512475252151,0.24590618908405304,0.09854541718959808,0.2438051551580429,0.19561757147312164,0.1529405117034912
34,1268247586156101632,12.0,jack,"RT @ranimolla: Signal became one of the top 10 most downloaded social apps on iOS yesterday for the first time, according to data from App…",en,2020-06-03 18:26:02.097000+00:00,Neutral,0.8562033772468567,Technology,0.010990025475621223,0.9831191301345825,0.008111349307000637,0.011651209555566311,0.001627639401704073,0.0007030183915048838,0.008718408644199371,0.0042982338927686214,0.0013169173616915941
35,1268022970514935809,12.0,jack,"RT @kpsmg1: Ferguson elected its first Black mayor tonight, meet Mayor-elect, Mrs. Ella Jones. https://t.co/UglVpk3tad",en,2020-06-03 03:33:29.555000+00:00,Neutral,0.9999796152114868,Technology,0.008102106861770153,0.057144906371831894,0.0017394006717950106,0.0026723239570856094,0.015320180915296078,0.002881733700633049,0.03576429560780525,0.0015321110840886831,0.006261270493268967
36,1346954970910707712,25073877.0,realDonaldTrump,These are the things and events that happen when a sacred landslide election victory is so unceremoniously &amp; viciou… https://t.co/uYLdmiz5Ka,en,2021-01-06 23:01:04.935000+00:00,Neutral,0.9998430013656616,Energy,0.00603419030085206,0.007289330009371042,0.005460777319967747,0.006294731982052326,0.011066921055316925,0.0011424437398090959,0.07893610000610352,0.0023436802439391613,0.002761945826932788
37,1345088187811700748,25073877.0,realDonaldTrump,"The BIG Protest Rally in Washington, D.C., will take place at 11.00 A.M. on January 6th. Locational details to follow. StopTheSteal!",en,2021-01-01 19:23:09.161000+00:00,Neutral,0.9999774694442748,Energy,0.06091057136654854,0.21294288337230682,0.18055550754070282,0.01709098368883133,0.14640739560127258,0.019313286989927292,0.24307909607887268,0.05030031129717827,0.07553339749574661
38,1342823967019687936,25073877.0,realDonaldTrump,"I simply want to get out great people $2000, rather than the measly $600 that is now in the bill. Also, stop the bi… https://t.co/4mchG4YURG",en,2020-12-26 13:25:56.857000+00:00,Neutral,0.999902844429016,Financials,0.040600262582302094,0.30777961015701294,0.3972977101802826,0.16275161504745483,0.5640504360198975,0.28396350145339966,0.31775012612342834,0.17221656441688538,0.20942650735378265
39,1342817146347335685,25073877.0,realDonaldTrump,"I simply wan to get our great people $2000, rather than $600. Also, Congress should cut the “pork”.",en,2020-12-26 12:58:50.682000+00:00,Neutral,0.7648946642875671,Healthcare and Pharmaceuticals,0.050790511071681976,0.37391042709350586,0.4556989073753357,0.23274864256381989,0.4478490352630615,0.3316207230091095,0.2909485995769501,0.27874255180358887,0.2846287190914154
40,1342815318918443010,25073877.0,realDonaldTrump,"RT @ali: Our friend, Congressman @andybiggs4az, has this video message for our Arizona #StopTheSteal rally.   #DoNotCertify #JAN6 🔥   https…",en,2020-12-26 12:51:34.989000+00:00,Neutral,0.997089684009552,Healthcare and Pharmaceuticals,0.08357404172420502,0.16253450512886047,0.25717678666114807,0.05451251566410065,0.10378748923540115,0.06074101850390434,0.19501368701457977,0.05653984472155571,0.07133639603853226
41,1340988495603634176,25073877.0,realDonaldTrump,RT @realDonaldTrump: https://t.co/8S0ePCOCOG,und,2020-12-21 11:52:26.370000+00:00,Neutral,0.9996663331985474,Technology,0.3262115716934204,0.5008894205093384,0.34251460433006287,0.33971813321113586,0.25621867179870605,0.14219947159290314,0.3313598930835724,0.07233074307441711,0.20527178049087524
42,1340701746985906177,25073877.0,realDonaldTrump,RT @KanekoaTheGreat: Can you imagine a president taking on the Federal Reserve System today? That's what Andrew Jackson did in 1832 and it…,en,2020-12-20 16:53:00.172000+00:00,Neutral,0.9999464750289916,Financials,0.004813808016479015,0.04654813930392265,0.0035168176982551813,0.001355274231173098,0.24445542693138123,0.0009260995429940522,0.023562617599964142,0.00726667232811451,0.003231314243748784
43,1338329628616830977,25073877.0,realDonaldTrump,RT @realDonaldTrump: https://t.co/dZ56TExPWf,und,2020-12-14 03:47:03.081000+00:00,Neutral,0.9986728429794312,Technology,0.2644695043563843,0.4777492582798004,0.3437037765979767,0.33210620284080505,0.2575438618659973,0.14560803771018982,0.3432973027229309,0.07967701554298401,0.191386416554451
44,1337526501017858055,25073877.0,realDonaldTrump,"Georgia, where is signature verification approval? What do you have to lose? Must move quickly! @BrainKempGA @GeoffDuncanGA @GaSecofState",en,2020-12-11 22:35:42.540000+00:00,Neutral,0.9790528416633606,Technology,0.013799259439110756,0.2100672870874405,0.18998010456562042,0.044624242931604385,0.006064550951123238,0.0007540241349488497,0.040372855961322784,0.053786296397447586,0.009214520454406738
45,1336405337285517314,25073877.0,realDonaldTrump,The got caught because we were leading by so much more than they ever thought possible. Late night ballot “dumps” w… https://t.co/0dLWdCqiDT,en,2020-12-08 20:20:36.276000+00:00,Neutral,0.9988310933113098,Technology,0.18423055112361908,0.33385807275772095,0.18952032923698425,0.15041452646255493,0.2503230571746826,0.06451010704040527,0.2440066933631897,0.06714160740375519,0.06839976459741592
46,1336303563425910785,25073877.0,realDonaldTrump,"I hope House Republicans will vote against the very weak National Defense Authorization Act (NDAA), which I will VE… https://t.co/5tl2dOJaef",en,2020-12-08 13:36:11.497000+00:00,Neutral,0.9904963970184326,Defense and Aerospace,0.003710380522534251,0.004609446506947279,0.00030848104506731033,0.5030115842819214,0.0035657009575515985,0.001110419281758368,0.000279025494819507,0.0006243273965083063,0.007950467057526112
47,1334518253918572550,25073877.0,realDonaldTrump,Thank you to Represenative Mo Brooks!,en,2020-12-03 15:22:00.541000+00:00,Neutral,0.9576422572135924,Energy,0.12061142176389694,0.17209576070308685,0.12534597516059875,0.09455136209726334,0.11135734617710114,0.07256246358156204,0.1813257336616516,0.08430292457342148,0.05665631592273712
48,1334001254012497923,25073877.0,realDonaldTrump,"RT @realDonaldTrump: Section 230, which is a liability shielding gift from the U.S. to “Big Tech” (the only companies in America that have…",en,2020-12-02 05:07:38.158000+00:00,Neutral,0.9989758729934692,Technology,0.028164029121398926,0.981654942035675,0.0007445896626450121,0.0020359924528747797,0.02814699150621891,0.001812540227547288,0.003303148550912738,0.00019764069293159992,0.0036319957580417395
49,1331749395214311427,25073877.0,realDonaldTrump,https://t.co/FJ6UcmXq5G?,und,2020-11-25 23:59:33.183000+00:00,Neutral,0.9998587369918824,Technology,0.5505592823028564,0.7019023299217224,0.5685161352157593,0.3728024661540985,0.4136205315589905,0.34575366973876953,0.3246353268623352,0.23156331479549408,0.3153592050075531
50,1331289633662099457,25073877.0,realDonaldTrump,RT @WhiteHouse: LIVE: President @realDonaldTrump delivers remarks https://t.co/zxGgq8tKBg,en,2020-11-24 17:32:37.487000+00:00,Neutral,0.9997162222862244,Technology,0.11060358583927155,0.36782822012901306,0.21968016028404236,0.17160046100616455,0.20282259583473206,0.03375072032213211,0.32015544176101685,0.07146322727203369,0.05506446212530136
51,1330361495897731073,25073877.0,realDonaldTrump,....WILL APPEAL!!!,en,2020-11-22 04:04:32.200000+00:00,Neutral,0.995787799358368,Healthcare and Pharmaceuticals,0.2246466428041458,0.22817805409431458,0.3082730174064636,0.17725645005702972,0.21138350665569305,0.12038150429725647,0.18415211141109467,0.18014873564243317,0.19128535687923431
52,1330361494710661120,25073877.0,realDonaldTrump,"Thanks Mark. It’s all a continuation of the never ending Witch Hunt. Judge Brann, who would not even allow us to pr… https://t.co/fJNOTDiUX0",en,2020-11-22 04:04:31.917000+00:00,Neutral,0.9997716546058656,Healthcare and Pharmaceuticals,0.0016286186873912811,7.560020458186045e-05,0.007733548060059547,0.0025163425598293543,0.0007619544048793614,0.0010733881499618292,0.0006634697783738375,0.0005590247455984354,0.0002854109334293753
53,1330238111419428865,25073877.0,realDonaldTrump,RT @realDonaldTrump: Check out @PastorDScott’s new show tonight at 7:00pm on @RealAmVoice. Good luck Darrell!,en,2020-11-21 19:54:15.048000+00:00,Positive,0.9997095465660096,Energy,0.10569727420806885,0.21550624072551727,0.0862005427479744,0.06372420489788055,0.09069914370775223,0.07651330530643463,0.27988845109939575,0.17463178932666779,0.03335097059607506
54,1329404785083232256,25073877.0,realDonaldTrump,"THE COVID DRUGS NOW AVAILABLE TO MAKE PROPLE BETTER ARE AMAZING, BUT SELDOM TALKED ABOUT BY THE MEDIA! Mortality rate is 85% down!",en,2020-11-19 12:42:54.567000+00:00,Positive,0.94602233171463,Healthcare and Pharmaceuticals,5.261385376797989e-05,0.6297680735588074,0.9357833862304688,0.0020124465227127075,0.0010503616649657488,0.00016634534404147416,0.0031669926829636097,0.001102021778933704,0.0007006953819654882
55,1329096639651471361,25073877.0,realDonaldTrump,GEORGIA! https://t.co/xhsIPAmp6S,in,2020-11-18 16:18:26.971000+00:00,Neutral,0.999765694141388,Technology,0.07203075289726257,0.4200248718261719,0.051198262721300125,0.07394127547740936,0.034411583095788956,0.0036209721583873034,0.15437918901443481,0.2261209934949875,0.04593381658196449
56,1328882445886902272,25073877.0,realDonaldTrump,"RT @realDonaldTrump: Just found thousands of more ballots, and the recount is relatively meaningless without being given access to the sign…",en,2020-11-18 02:07:19.198000+00:00,Neutral,0.9999914169311525,Technology,0.002609499031677842,0.4485829174518585,0.026577690616250038,0.04439198970794678,0.015431806445121765,0.006299411877989769,0.07431864738464355,0.006568842101842165,0.004700773395597935
57,1328882122652835845,25073877.0,realDonaldTrump,"Just found thousands of more ballots, and the recount is relatively meaningless without being given access to the s… https://t.co/yhXV18Y1Qw",en,2020-11-18 02:06:02.133000+00:00,Neutral,0.9999545812606812,Technology,0.0025377937126904726,0.40201324224472046,0.035717058926820755,0.061354510486125946,0.01348702609539032,0.0038264780305325985,0.1198965311050415,0.014554877765476704,0.008420582860708237
58,1327836839366041602,25073877.0,realDonaldTrump,RT @MZHemingway: Dude I met getting tacos in DC. @PressSec #MillionMAGAMarch https://t.co/OSLh3op85K,en,2020-11-15 04:52:27.177000+00:00,Neutral,0.9996196031570436,Technology,0.006072938442230225,0.009312751702964306,0.0021016995888203382,0.003937588073313236,0.002091262023895979,0.0006771672633476555,0.002142314799129963,0.0006180994096212089,0.0005358194466680288
59,1327824600760274945,25073877.0,realDonaldTrump,"Antifa SCUM ran for the hills today when they tried attacking the people at the Trump Rally, because those people a… https://t.co/fLiUxWXRBo",en,2020-11-15 04:03:49.266000+00:00,Neutral,0.9999334812164308,Energy,0.000835332612041384,0.0015730762388557196,0.00041110586607828736,0.0008396453340537846,0.001947964308783412,0.00022786486078985035,0.004058833234012127,0.00034757345565594733,0.0015984923811629415
60,1326910731237928962,25073877.0,realDonaldTrump,"RT @12hawkfan: @OSeanessyTweet @greggutfeld I installed Newsmax. I will miss you,  but can no longer support this network.",en,2020-11-12 15:32:25.793000+00:00,Neutral,0.9851470589637756,Technology,0.01684548705816269,0.6087480187416077,0.03206244483590126,0.07503969967365265,0.05900367721915245,0.07184876501560211,0.0427498035132885,0.03809603676199913,0.019498370587825775
61,1326910161563361282,25073877.0,realDonaldTrump,"RT @SamySabbagh: @OSeanessyTweet @greggutfeld How can you get OANN? App, Cable, dish?",en,2020-11-12 15:30:09.972000+00:00,Neutral,0.9998526573181152,Technology,0.010834728367626667,0.9269459247589111,0.0268638264387846,0.07092124223709106,0.03515160456299782,0.0019457346061244607,0.14321377873420715,0.04035226255655289,0.0031179003417491913
62,1326910115329478657,25073877.0,realDonaldTrump,RT @lifescuksss: @jdangelo37 @OSeanessyTweet @greggutfeld I just downloaded Newsmax 🇺🇸👍🏻🇺🇸,en,2020-11-12 15:29:58.949000+00:00,Neutral,0.9998784065246582,Technology,0.004792223684489727,0.6180985569953918,0.015893595293164253,0.015533757396042347,0.01369608473032713,0.005185726098716259,0.02836933732032776,0.009017542004585266,0.0039829593151807785
63,1326909956994568194,25073877.0,realDonaldTrump,RT @Leeleeash7: @OSeanessyTweet @greggutfeld Newsmax was the big winner election night. Fox lost many loyal viewers to them and have now di…,en,2020-11-12 15:29:21.199000+00:00,Negative,0.962589144706726,Technology,0.07383118569850922,0.6349133849143982,0.1658300906419754,0.25166216492652893,0.38126254081726074,0.1111590787768364,0.4146876037120819,0.2924901247024536,0.1597752422094345
64,1326328112834093057,25073877.0,realDonaldTrump,But how many ballots were fraudulently cast for the Dems? Did people vote after the election had ended? Did officia… https://t.co/YT8MtgqTwT,en,2020-11-11 00:57:18.741000+00:00,Neutral,0.9986763596534728,Energy,0.0020359030459076166,0.06043264642357826,0.014016932807862759,0.012730831280350685,0.03319771587848663,0.002052946714684367,0.10450847446918488,0.012274694629013538,0.012776076793670654
65,1326326496760303620,25073877.0,realDonaldTrump,"“I don’t care what State your in, this computer voting system is wide open to fraud and intervention.” @LouDobbs  T… https://t.co/AUFadxQFFA",en,2020-11-11 00:50:53.439000+00:00,Neutral,0.999422550201416,Technology,0.0029244250617921352,0.25749751925468445,0.005870939232409,0.010177291929721832,0.009967799298465252,0.0010405507637187839,0.019352922216057777,0.004230877384543419,0.00337547087110579
66,1326211178746564615,25073877.0,realDonaldTrump,"Nate Simington, a very smart and qualified individual, is having his Senate hearing today. Republicans will hopeful… https://t.co/7sJZFffbVN",en,2020-11-10 17:12:39.482000+00:00,Neutral,0.9999749660491944,Technology,0.1359909176826477,0.41896119713783264,0.3133918046951294,0.17952635884284973,0.24681395292282104,0.04060927405953407,0.3863569498062134,0.2295227348804474,0.024857230484485626
67,1325173848396898305,25073877.0,realDonaldTrump,Georgia Counties Using Same Software as Michigan Counties Also Encounter ‘Glitch’ https://t.co/N2KlENWYhI via @BreitbartNews Really bad!,en,2020-11-07 20:30:40.654000+00:00,Neutral,0.9999794960021972,Technology,0.005807272158563137,0.8665586113929749,0.003028994658961892,0.0009265810367651284,0.39153698086738586,0.00015609280671924353,0.006468741688877344,0.03650857135653496,0.00040677140350453556
68,1322863297025220608,25073877.0,realDonaldTrump,Are numbers are looking VERY good all over!!!,en,2020-11-01 11:29:22.279000+00:00,Positive,0.9996734857559204,Financials,0.38510775566101074,0.4683411717414856,0.5338661670684814,0.3917560577392578,0.6286289691925049,0.39999356865882874,0.4720001518726349,0.31931886076927185,0.3463708758354187
69,1321965155509391360,25073877.0,realDonaldTrump,The Fake News refuses to cover the fact that GDP went,en,2020-10-30 00:00:28.655000+00:00,Negative,0.8650672435760498,Agriculture,0.012078295461833477,0.023662416264414787,0.06359598785638809,0.05552980303764343,0.01201644167304039,0.012425314635038376,0.0662984773516655,0.07724505662918091,0.013894326984882355
70,1317497136523759617,25073877.0,realDonaldTrump,SLEEPY JOE BIDEN IS PROPOSING THE BIGGEST TAX HIKE IN OUR COUNTRIES HISTORY! CAN ANYBODY REALLY VOTE FOR THIS?,en,2020-10-17 16:06:09.917000+00:00,Neutral,0.999953031539917,Financials,0.0028931740671396255,0.005998376291245222,0.02344597317278385,0.009886411018669605,0.3157280683517456,0.006893266923725605,0.03637140616774559,0.02139349654316902,0.012600937858223915
